start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:01:19.983,00:01:21.383,"The statement is complete and clear, indicating the speaker's intent to proceed.",Success,'And then I'll just go in' indicates planning or executing an action related to the task.,Task-Related,"A statement of intention 'And then I'll just go in.' is neutral, without expressed certainty or uncertainty.",None,"Statement expressing intent or plan, which can be evaluated as true or false.",Proposition,"'And then I'll just go in' indicates a self-directed plan, proposing a sequence of actions to follow.",Offer/Option,11,Course1_Level6,50,Blue,And then I'll just go in.
00:01:22.250,00:01:23.283,The utterance 'There we go.' is simple yet complete and successfully communicates a sentiment.,Success,"""There we go."" is an acknowledgment of completing an action, relevant to the task, and also serves as a conversational marker that the action is done.","Task-Related, Communication Management",The phrase 'There we go.' is a neutral acknowledgment or confirmation without expressing certainty or uncertainty.,None,"'There we go' is an expression of concluding a task or expressing satisfaction or achievement, fitting the category of exclamation.",Exclamation,"The utterance 'There we go.' signals the completion of a task or action, making it a Conf (Confirmation / Status Marker).",Confirmation/Status Marker,11,Course1_Level6,51,Blue,There we go.
00:01:24.817,00:01:26.150,"'Little CD.' is incomplete in thought but understandable given the context, therefore it's successfully communicated.",Success,"""Little CD."" seems to refer to an observation that is not directly tied to task execution or planning in context, making it potentially off-topic.",Non-Task Related,"'Little CD.' is merely an observation or comment, not expressing uncertainty or certainty.",None,"The fragment 'Little CD.' is non-sentential but still meaningful, possibly noting an observation or content.",Non-Sentential / Listener Response,"The utterance 'Little CD.' acknowledges or describes the object found, making it an Ast (Assertion), linked with the previous observation or action.",Assertion,11,Course1_Level6,52,Blue,Little CD.
00:01:26.217,00:01:27.483,"The utterance '“INSERT DISC”' provides clear information, likely reading text on screen.",Success,"""INSERT DISC"" appears to describe an element of the game environment—likely an instruction visible in the game.",World State,"'INSERT DISC' is a simple quote of what is likely read, neutral without certainty or uncertainty.",None,'INSERT DISC' is quoting or summarizing an instruction seen on a screen or instruction manual; it's likely reported speech.,"Imperative, Reported Speech","'INSERT DISC' is likely a reading of on-screen/game-world text, asserting information about the next step in the task.",Assertion,11,Course1_Level6,53,Orange,“INSERT DISC”
00:01:27.717,00:01:29.250,"'Oh yeah, we do these levers.' is a full and clear statement.",Success,"""Oh yeah, we do these levers."" conveys a realization or reminder about a game rule or mechanic, with a possible tone of emotional reaction (realization).","World Rules, Affective Evaluation","'Oh yeah, we do these levers.' indicates a realization or recollection with confidence.",Certainty,This is a proposition indicating Blue's statement of fact or belief about what is to be done with the levers.,Proposition,"The utterance 'Oh yeah, we do these levers.' is a directive as it refers to an actionable task of using the levers.",Directive,11,Course1_Level6,54,Blue,"Oh yeah, we do these levers."
00:01:30.383,00:01:30.883,"'Oh.' is a complete, albeit simple, response, indicating acknowledgment or realization.",Success,"""Oh."" is likely a conversational management response indicating realization or recognition, with an affective tone.","Communication Management, Affective Evaluation","'Oh.' is an expression of realization or surprise, not indicating certainty or uncertainty.",None,"Exclamation response 'Oh', likely expressing realization or surprise.",Exclamation,The utterance 'Oh.' is an emotional expression possibly related to realization or surprise.,Expressive,11,Course1_Level6,55,Orange,Oh.
00:01:30.550,00:01:31.317,The utterance '()' is empty and uninterpretable.,Uninterpretable,"The utterance appears to be empty, providing not enough information to categorize under any label.",Not Enough Information,"The absence of content makes it an incomplete utterance with no context, categorized as Ni.",Not Enough Information,No information provided in this utterance.,Not Enough Information,"The utterance is non-verbal and lacks clear context, making it an expressive or incomplete statement.","Expressive, Not Enough Information",11,Course1_Level6,56,Blue,()
00:01:35.583,00:01:36.917,“HOLD FOR COUNTDOWN” is likely reading on-screen text and is clear.,Success,"""HOLD FOR COUNTDOWN"" is likely describing a visible instruction or state in the game's environment.",World State,"'HOLD FOR COUNTDOWN' is a neutral statement, likely reading text, with no stance expressed.",None,"'HOLD FOR COUNTDOWN' is quoted instruction or step from a manual or computer display, functioning as reported speech.",Reported Speech,"'HOLD FOR COUNTDOWN' is likely a descriptive reading from the game, asserting a step in the task.",Assertion,11,Course1_Level6,57,Orange,“HOLD FOR COUNTDOWN”
00:01:37.817,00:01:38.917,'We just hold it?' is a complete and successfully communicated question.,Success,"""We just hold it?"" is a task-related question exploring the strategy or approach for interaction with the environment.",Task-Related,'We just hold it?' suggests uncertainty by questioning the action needed.,Hedging,"The question 'We just hold it?' seeks confirmation or information, marking it as a query.",Query,The utterance 'We just hold it?' is requesting information about the next course of action.,Request for Information,11,Course1_Level6,58,Blue,We just hold it?
00:01:40.583,00:01:41.450,The utterance ends with '--'. There is a hesitation and change in phrasing from 'Let' to 'let's'.,"Abandoned, Correction","""Let -- let's hold it."" suggests a plan of action to solve the task, making it task-related.",Task-Related,The statement is directive with no hedging or certainty expressed.,None,"The utterance is a suggestion for action, which serves as an imperative (I).",Imperative,The speaker suggests and directs to hold it.,"Offer/Option, Directive",11,Course1_Level6,59,Blue,Let -- let's hold it.
00:01:41.650,00:01:42.250,"The expression 'Oh' is complete and comprehended in context, indicating a realization or acknowledgment.",Success,"""Oh."" is an acknowledgment or confirmation showing that Orange is processing the information, managing the flow of conversation.",Communication Management,"'Oh.' is neutral acknowledgment, not expressing certainty or uncertainty.",None,"The utterance 'Oh.' expresses an emotion of realization or surprise, making it an exclamation (E).",Exclamation,An expressive reaction likely indicating surprise or uncertainty.,Expressive,11,Course1_Level6,60,Orange,Oh.
00:01:42.417,00:01:42.617,"The utterance 'Alright.' is clear and complete, possibly indicating agreement or readiness.",Success,"""Alright."" serves as an acknowledgment or confirmation, contributing to managing communication.",Communication Management,"'Alright.' is neutral acknowledgment, does not express certainty or uncertainty.",None,"The utterance 'Alright.' is a statement indicating acceptance or readiness, serving as a proposition (P).",Proposition,Expressive acknowledgment or acceptance.,Expressive,11,Course1_Level6,61,Blue,Alright.
00:01:42.683,00:01:44.050,"Asks a clear, complete question relating to the task at hand.",Success,"""Oh, do I have to hold it with you?"" questions an invariant feature or rule about whether both players need to hold the countdown mechanism, fitting into World Rules.",World Rules,"The statement includes 'do I have to,' indicating uncertainty and seeking confirmation.",Hedging,The utterance includes a query (Q) asking for information and an emotional expression (E) indicated by the 'Oh.' at the beginning.,"Query, Exclamation",The utterance proposes whether both of them need to hold it.,Offer/Option,11,Course1_Level6,62,Orange,"Oh, do I have to hold it with you?"
